textid	text	target	condition
103	You know who you are This is for you  I thought I knew who you were I see now you were a lesson to learn And all I am to you now is a bridge that's been burned Now I was the first to believe I made you part of my musical dream And your thanks to me, came without an apology, yeah  We wrote Loving Me  Me, don't Walk Away Can't Hold Us Down, all part of our history Don't forget Infatuation, I'm a Fighter Feeling Underappreciated Yeah, this song is for you To remind you that I moved on Sang my songs I've got no regrets  Hope it all was worth it, uh Looks like I didn't need you Still got the album out Embed	4	1
104	[Verse ] I am done, smoking gun We've lost it all, the love is gone She has won, now it's no fun We've lost it all, the love is gone  [Pre-Chorus] And we had magic and this is tragic You couldn't keep your hands to yourself  [Chorus] I feel like our world's been infected And somehow, you left me neglected We've found our lives been changed Babe, you lost me  [Verse ] And we tried, oh, how we cried We lost ourselves, the love has died And though we tried, you can't deny We're left as shells, we lost the fight  [Pre-Chorus] And we had magic and this is tragic You couldn't keep your hands to yourself, oh  [Chorus] I feel like our world's been infected And somehow you left me neglected We've found our lives been changed Babe, you lost me  [Bridge] Now I know you're sorry and we were sweet But you chose lust when you deceived me And you'll regret it, but it's too late How can I ever trust you again?  [Chorus] I feel like our world's been infected And somehow you left me neglected We've found our lives been changed Babe, you lost meEmbed	4	1
105	[Verse ] No, I'm not bitter, I'm not mad Well, maybe just a little, just a tad I know every apple here ain't bad But I found a worm in every single one I had (Boys) They're only good for fruit, I mean bananas (Boys) Them boys are nuts, they're driving me bananas (Oh boys) We should pack 'em up and ship 'em out The boys, the boys, the boys, the boys, I hate 'em  [Chorus] I hate boys, but boys love me I think they suck and my friends agree I hate boys, but boys love me Eh yeah, eh yeah, eh yeah I hate boys  [Post-Chorus] If you hate them boys, shake it (Now shake it) If you hate them boys, shake it (Now shake it)  [Verse ] We would all be happy, all be glad If sweet mama nature never had All these dirty little boys that think that the girls Were only made for toys Boys are so immature They rarely turn to men but Then again, all men are dogs (Roof!) All men are dogs  [Chorus] I hate boys, but boys love me (Boys love me) I think they suck and my friends agree I hate boys (Yeah), but boys love me Eh yeah, eh yeah, eh yeah I hate boys  [Post-Chorus] If you hate them boys, shake it (Now shake it) If you hate them boys, shake it (Now shake it) Let's go  [Bridge] Boys suck, make me sick Inflated egos, little dicks Use 'em up, spit 'em out I H-A-T-E boys  [Chorus] I hate boys, but boys love me (Boys love me, oh yeah) I think they suck and my friends agree I hate boys, but boys love me Eh yeah, eh yeah, eh yeah I hate boys I hate boys, but boys love me I think they suck and my friends agree I hate boys, but boys love me Eh yeah, eh yeah, eh yeah I hate boysEmbed	4	1
106	[Verse : 4] My girls wear lipstick while they're making my beats They got guitar picks in their purses, Louboutins on their feet They got no time for waiting in lines They got sex and s running through their dirty minds  [Chorus: 4] My girls, we're running the show My girls, we're teasing all the boys on the go My girls, 'cause that's the way that we roll My girls, so ladies step it up and take control Now shout, my girls, we're stronger than one Now shout, and sometimes we gotta have fun (Come on!)  [Verse : 4] My girls headed to the city, y'all We got Cosmo on the dash and tickets on the floor We got Sia and Rhonna, and Peaches too We got Johanna and JD and we're coming for you, my girls (My girls)  [Chorus: 4] My girls, we're running the show My girls, we're teasing all the boys on the go My girls, 'cause that's the way that we roll My girls, so ladies step it up and take control Now shout, my girls, we're stronger than one Now shout, and sometimes we got to have fun (Come on!)  [Bridge: 4] My girls are screaming, and yelling, and gettin' loud My girls are shaking up the party while you're gettin' down My girls are singin', and dancin' and havin' fun My girls are cooking up a beat, and they want you to come  [Verse : Peaches] You ready, Christina? I like my girls hot, sweet, tough, or playmate , trainable primate Self-reliant, giant, death-defiant No Kobe Bryant I'll take a bullet for you If you give me a taste I rock a mullet or two Yeah, below the waist You're my BFF, you're my ,  I'ma swing and handle my fix  [Verse : 4] My girls stay close when there's some trouble around They got jewels on their fingers, it's about to go down We got no time for haters you know, we just came to party Come on, now here we go  [Chorus: 4] My girls, we're running the show My girls, we're teasing all the boys on the go My girls, 'cause that's the way that we roll My girls, so ladies step it up and take control Now shout, my girls we're stronger than one Now shout, and sometimes we gotta have fun My girls we're stronger than one Now shout, and sometimes, now shout, we gotta have funEmbed	4	1
107	[Verse : 4] Little girls, listen closely 'Cause no one told me But you deserve to know That in this world, you are not beholden You do not owe them Your body and your soul  [Pre-Chorus: 4] All the youth in the world will not save you from growing older And all the truth in a girl is too precious to be stolen from her  [Chorus: 4 & 2] It's just the way it is And maybe it's never gonna change But I got a mind to show my strength And I got a right to speak my mind And I'm gonna pay for this They're gonna burn me at the stake But I got a fire in my veins I wasn't made to fall in line No, I wasn't made to fall in line, no  [Verse : 2] Show some skin, make him want you 'Cause God forbid you Know your own way home Ask yourself why it matters Who it flatters You're more than flesh and bones  [Pre-Chorus: 2] All the youth in the world will not save you from growing older And all the truth in a girl is too precious to be stolen from her  [Chorus: 4 & 2] It's just the way it is And maybe it's never gonna change (no) But I got a mind to show my strength (my strength) And I got a right to speak my mind (my mind) And I'm gonna pay for this (pay, pay) They're gonna burn me at the stake (stake) But I got a fire in my veins (veins) I wasn't made to fall in line (line) No, no, I wasn't made to fall in line No, we weren't made to fall in line, oh  [Bridge: Distorted Male Voice] Yea, two, three Right — two, three Shut your mouth Stick your ass out for me March — two, three Two, three Who told you you're allowed to think? Yea, two, three Right — two, three Shut your mouth Stick your ass out for me March — two, three Two, three Who told you you're allowed to think? [Chorus: 4 & 2] It's just the way it is And maybe it's never gonna change But I got a mind to show my strength (my strength) And I got a right to speak my mind (my mind) And I'm gonna pay for this (I'm gonna pay for this) They're gonna burn me at the stake But I got a fire in my veins 'Cause I wasn't made to fall in line But I got a fire in my veins I'm never gonna fall in line, oh  [Outro: Distorted Male Voice] Yea, two, three Right — two, three Shut your mouth Stick your ass out for me March — two, three Two, three Who told you you're allowed to think?  Yea, two, three Right — two, three Shut your mouth Stick your ass out for me March — two, three Two, three Who told you you're allowed to think?Embed	4	1
108	[Verse : 4] On a glass table, love me somethin' unstable Kiss my lips until I can't resist, 'til I'm incapable of comin' down (Comin' down, comin' down) Of comin' down (come on, come on) On a wood staircase, love me 'til I can't think straight One on one and one by one, we come undone So I just keep on goin' down (just go down) Just keep on goin' down  [Pre-Chorus: 4] Chills are running up my spine 'Cause you got me to feel All the thoughts I made up in my head, you've made 'em real With the...  [Chorus: 4] Right moves Right moves Yeah, yeah, yeah, you got the... Right moves  [Verse : 4] On the cold concrete, I'm warmin' up your body Bangin' in my chest I must confess, it ain't the only thing that's pounding, now (Pound it out, pound me out) Come on and pound it out  [Pre-Chorus: 4] Chills are running up my spine 'Cause you got me to feel All the thoughts I made up in my head, you've made 'em real With the...  [Chorus: 4] Right moves (got the right, ri-ri-ri-right moves) Right moves Yeah, yeah, yeah, you got the... The right moves  [Verse : Shenseea] And you a trendsetter Can't do without ya Like an address to a letter And the way ya do your ting No one can do it better Your lovin' sweeter than a melody Me have the bass, you when you movin' I know you swirlin' like a tsunami When you explore me light the iPhone up Polly Nikki ex, but my call is Safaree Body built stronger and sexier than a million man in the US army You got the moves Straight up, representin' to every true lovey [Verse : Keida] Sumtime I love the way you touch me and the way how you move The way you roll onto my body like a fire pon true I win, dem mih nuh who da yeah proof And gyal I'll fight over your body Extra, extra, news Right moves, you haffi make me lick up body sweat Winter in my Kuma, proppa lobe you wah go get The way you move, the way I make my body sweat Dissa body never feel it They say your lovin' make me feel right Any-anytime I book you after midnight No nutalli nuh di never follow Show me so you wicked in the real life  [Bridge: 4] Ooh The movement of your motion got me movin' up Ooh Turn me to the left until we got the right  [Chorus: 4] Right moves Right moves Yeah, yeah, yeah, you got the... Right moves Right moves Right moves Yeah, yeah, yeah, you got the... Right movesEmbed	4	1
109	This one  Can you feel it, feel the groove Let the music take control And let your body move Just relax, oh and listen to the sound Once the music takes you You will finally have found It will take, you away To another state of mind Where peace you'll find inside the sound Just escape, to a place Troubles seem to flow away when you get away  Get this party going on The feel of the rhythm Got to, got to make it strong Leave it going on If you want to get away And ease your mind now Come on everybody stay And let the song Take you away, yeah  Alright   Embed	4	1
110	Ooh, ohh yeah yeah, ohh Mmmm ohh, yeah  Our day will come and we'll have everything And ooh, we'll share the joy Falling in love can bring And no one can tell me That I'm too young to know Because I love you so (because I love you so) And you love me yeah, ohh Our day will come if we just wait awhile And ooh, no tears for us Make loving with a smile And our dreams are meant to be Because we'll always stay In love this way Our day, will come  Our day will come Will come Our day will come (our day will come) Will come Our day will come Will come (ooh) Our day will come (yeah yeah yeah yeah) Will come   Ooh, ohh yeah yeah, ohh I said one day, our day, will come One day, our day, will come Ooh, and nothing can stand in our way, oh Ohh, said nothing, nothing can, stand in our way  Our day will come (ohh, ooh) Will come Our day will come (our day will come, yeah) Will come  No one can change your mind Baby you are one of a kind Forever you'll be mine We've got to get to know for me You know I love you so And I want the world to know Forever, darling you will be my baby   Ooh, ohh yeah yeah, ohh Mmmm ohh, yeahEmbed	4	1
111	[Verse ] Tossin' and turnin' makes my appetite keep growing stronger All night long Anticipating mornin' light and I can't wait much longer Feels so strong  [Pre-Chorus] Our bodies touchin', I just can't get enough I wanna love ya (Love ya), love you (Love you), love you, eh Won't let you sleep, I gotta satisfy my needs I need to love you (Love you), love you (Love you), love you, eh  [Chorus] And when the sun rises, there's one thing on my mind I want sex for breakfast, stay inside And even though we made sweet love all night I need sex for breakfast, it feels so right  [Verse ] Might be late for work But I promise that it's worth it, baby, don't go So hungry for you, taste me and I'll taste you There's no stopping what I'll do to get you in the mood  [Pre-Chorus] Our bodies touchin', I just can't get enough I wanna love ya (Love ya), love you (Love you), love you, eh Won't let you sleep, I want you deep inside of me So I can love ya (Love you), love you (Love you), love you, eh  [Chorus] And when the sun rises (When it rises, baby) There's one thing on my mind I want sex for breakfast, stay inside And even though we made sweet love all night I need sex for breakfast, it feels so right  [Bridge] And I can see break of day begin through the curtains And I'm so certain Soon I'm gonna feel your honey drip, my juices start to flow A strawberry cream is like a dream, my fantasy is reality When the morning comes, I know that I will too  [Chorus] And when the sun rises (Sun rises) There's one thing on my mind (I need it) I want sex for breakfast, stay inside (Stay inside me, baby) And even though we made sweet love all night (We made sweet love) I need sex for breakfast, it feels so right (Oh, it feels so good inside) And when the sun rises, there's one thing on my mind I want sex for breakfast, stay inside (I need it, I want it when the morning comes) And even though that we made sweet love all night (We made love all night) I need sex for breakfast, it feels so right  [Outro] So hungry for you Taste me, and I'll taste you Alright Sex for breakfast All done Sex for breakfast (Feels so right)Embed	4	1
112	[Verse ] So the pain begins As the music fades And I'm left here with With more than I can take  [Chorus] If you lift me up Just get me through this night I know I'll rise tomorrow And I'll be strong enough to try  [Verse ] When the static clears And all is said and done I will realize That we all need someone  [Chorus] If you lift me up Just get me through this night I know I'll rise tomorrow And I'll be strong enough to try  [Bridge] So when you see me crashing And there's nowhere left to fall Will you lift me even higher To rise above this all? If you lift me up (Oh, oh) If you lift me up  [Break] Oh, oh Ooh, oh Higher Oh Higher Ooh, yeah Higher  [Chorus] Said if you lift me up When you see me crashing And there's nowhere left to fall Will you lift me even higher To rise above this all? Will you lift me even higher? (Whoa, oh) If you see me crashing and there's nowhere left to fall (When you see me crashing) Will you lift me even higher? To rise above this all? (Will you lift me even higher?) When you see me crashing And there's nowhere left to fall Will you lift me even higher To rise above this all?  [Post-Chorus] If you lift me up Said if you lift me up [Outro] If you lift me up Just get me through this nightEmbed	4	1
113	[Verse ] Kissing your lips, kissing you top to toe Wishing for this, hoping for all we know Hearing you breathe, you leave and return Oh, how we take, how we give, we learn Taking my time, seeing the signs Letting you guide me home Watching you grow, letting you know You are my only  [Chorus] You bring me hope when I can't breathe You give me love, you're all I need Slowly I'm holding you Closely you're wrapped in my arms And you're inside me  [Verse ] Tell you my fears, telling you everything Telling the truth to you gives me wings Free with my words, free as a bird I am flying high looking at you Everything new, you are my life  [Chorus] You bring me hope when I can't breathe You give me love, you're all I need Slowly I'm holding you Closely, so happy to carry you inside me  [Bridge] I'll feed you, love, and I hope it's enough To inspire you through suffering, holding you up  [Chorus] You bring me hope when I can't breathe You give me love, you're all I need Slowly I'm holding you closely You're wrapped in my arms and you're inside meEmbed	4	1
114	I feel like I've been locked up Oh, oh, oh My body's sayin' 'let's go' Oh, oh, oh C'mon, c'mon Oh, oh, oh Baby, baby, baby (Baby, baby, baby) Oh, oh, oh (I grant you three wishes 'cause I'll be the genie) 4 Oh, oh, oh  It seems like a lifetime Since I felt like a prisoner of my dreams, yeah It took such a long time For me to realize just how to be And to listen to me  Don't go thinking I'm not thankful 'Cause me, I've got my hands full of good things, ooh And I hope I can give back a little bit of what you've given me I absolutely love your music You inspire me to keep on living (So what you gotta say?)   So thank you for standing right by me (I will always love you) So thank you for being behind me (you are just so amazing) And watching me grow and lettin' others know That you still believe in what I'll be  (Hey Christina, this is Samantha Silvers) My name is Mike Holeman. My name is Shikara Franklin. My name is Gustavo Medina. My name is Sarah Moore. Cammy Simpson. My name is Cory Seal. My name's  Jessica Cavanaugh .I just wanted to let you know that you are truly one of the best artist's that I've ever come across. You've taught me to not care about what other people think. You deeply affected me and helped me to deal with and overcome some incidents from my past that I was never able to fix before. Tu musica me ha inspirado a ser mas fuerte. My name is Carlos Valenzuela. There was a time in my life when I wanted to commit suicide. Your music, uh, helped me get through the rough times. On the Stripped album, my favorite song is 'Walk Away'. It helped me get over a lot stuff with my ex-boyfriend. Your music is so inspiring. I was employed in Iraq during the war. I was nd airborne division and your voice is just so inspiring and so moving It kept a lot of us going. Keep inspiring people, 'cause you're doing a great job. This is Shane Burrows you're a classy honest woman, both naughty and nice. Ravishing, seductive and sexy. Christina, thank you so much, please never stop. Ha  Some people have said things in times About me that weren't always true Ooh, yeah But you've always been there To give that extra love to pull me through To do what I gotta do  'Cause there'll always be those ups and downs But you always seemed to stick around And see me through to believe, yeah And I hope I can keep back A little bit of what you've given me Ya give me all that I need, yeah So thank you for standing right by me (I thank you for everything) So thank you for being behind me (thank you Christina) And watching me grow and lettin' others know That you still believe in what I'll be (Sing it, girl)  It took a while 'till I could do what I wanted And now I'm so happy that I started where I started I'm thankin' God that I can be in a position To do my own thing now and make my own decisions And so I'm thanking you for being true And standin' by me through and through  Christina, I just want to tell you you have truly brightened my life. Thank you so much. My name is Warren Gregory Keller. Your music has shown me that life isn't all about judging people or being judged. This is Shauna Wile. Thank you Christina for everything you've done for me and all your fans. Christina, I love you girl, rock on. My name is Durant Thirsty. Christina, I'm inspired every time I hear your voice. Every note I've heard you sing. Every lyric you've written. The way you command the stage. You are a true artist My name is Antoinette. It's so very hard to find a woman my same age with your strength and being so strong and able to stand on your two feet. Um, no matter what, thank you for being my motivation in that way. My name is John I'm a huge, huge fan And I cannot wait to see what is coming nextEmbed	4	1
115	Ladies and gentlemen Boys and girls Step right up, step right up Come closer, you won't believe your eyes Behind this curtain Witness something you've never seen before Heard before, dreamt before The most amazing show on earth  La la la la la la la la la la la la la la la It's the most amazing show on earth La la la la la la la la la la la la la la la  Do you want to be wildy entertained? People to know your name? Do you crave fame? Well, they say "things aren't always what they seem to be" Even your greatest fantasies You won't believe your eyes Won't even recognize The wonderment that lies Behind the shimmer and the lights   Is it true what they say? Is it all just fun and games? Or is there more behind the makeup And the faces full of paint?  I ask you, do you want to come and play? Hahahaha Get the world to come and play Hahahaha  Just sit back, relax, fasten your seatbelt It's going to be a bumpy ride to the other sideEmbed	4	1
116	[Intro] Come on over Come on over, baby (Mmm) Come on over Come on over, baby (Oh, yeah) Come on over Come on over, baby (Yeah, yeah, yeah, yeah) Come on over Come on over, baby  [Verse ] Hey, boy, don't you know? I got somethin' goin' on Yes, I do All my friends are gonna come Gonna party all night long, ooh, yeah I know (I know), you know (You know) I just want us to go (Mmm, let's go) The fun we'll have, you'll never be alone So boy, won't you come? We will party 'til the dawn Listen to me  [Chorus] (All I want is you) Come over here, baby (All I want is you) You make me go crazy (All I want is you) Now, baby, don't be shy You better cross the line I'm gonna love you right All I want is you  [Post-Chorus] Come on over Come on over, baby (Ooh) Come on over Come on over, baby (Oh, yeah)  [Verse ] I want you to know you could be the one for me Yes, you could (Yes, you could) You got all I'm lookin' for You got personality, ooh, whoa I know (I know), you know (You know) I'm gonna give you more (Give you more, oh) The things you do, I never felt this way before So boy, won't you come? Won't you come and open the door? Listen to me  [Chorus] (All I want is you) Come over here, baby (All I want is you) Ooh, you make me go crazy (All I want is you) Now, baby, don't be shy You better cross the line I'm gonna love you right All I want is you, yeah, yeah  [Post-Chorus] Come on over Come on over, baby (Come on over, baby, huh) Come on over Come on over, baby (Oh, oh) Come on over Come on over, baby (Oh, come on over, baby) Come on over Come on over, baby (Babe, oh, whoa) Come on over [Bridge] (Uh, yeah, c'mon, uh, yeah, yeah) (Uh, yeah, uh, yeah, c'mon, uh, uh, yeah, uh) Now, baby, don't be shy You better cross the line I'm gonna love you right Ah, ah, ah, yeah  [Chorus] (All I want is you) Baby (All I want is you) Oh, you make me go crazy, oh, yeah (All I want is you) Now, baby, don't be shy You better cross the line I'm gonna love you right 'Cause all I want is you (All I want is you) Oh, yeah, yeah, yeah, yeah (All I want is you) You make me go crazy, yeah, oh (All I want is you) Now, baby, don't be shy You better cross the line I'm gonna love you right 'Cause all I want is youEmbed	4	1
117	[Intro] Wish I had somebody Wish I was somebody's baby Somebody's somebody Somebody's somebody (Somebody)  [Verse ] Watching lovers walking Hand in hand, they pass me by Wish I was one of them Wish I had somebody wakin' up beside me Looking into my eyes at night  [Pre-Chorus] I want a love to call my own I want someone that I can hold Want someone wanting me I wanna feel how it feels to be  [Chorus] Somebody's somebody Someone's someone Some sweet lover's lover I wanna be that one Someone faithful to someone faithful Someone kind to someone kind to me Somebody to somebody who loves me Who loves me  [Verse ] Spending all of my time Spending all my time on me Where is that someone who I can give my time to Searching for that lover With the love that will change my life  [Pre-Chorus] I want two arms to hold me close I want the thing I need the most Somebody needing me So I can feel how it feels to be, to be, yeah  [Chorus] Somebody's somebody Someone's someone Some sweet lover's lover I wanna be that one Someone faithful to someone faithful Someone kind to someone kind to me Somebody to somebody who loves me Who loves me  [Verse ] What I'm looking for Is someone to love me more Than I've been loved before with love so right What I need to find Is someone to hold me tight What I mean is I want to be [Chorus] Somebody's somebody Someone's someone Some sweet lover's lover I wanna be that one Someone faithful to someone faithful Someone kind to someone kind to me Somebody to somebody who loves me Who loves me  [Outro] Somebody's somebody Somebody's somebody Somebody's somebody Somebody's somebody I wish I was somebody's baby Somebody's somebody Somebody's somebody Somebody's somebody Somebody's somebody I wish I was somebody's babyEmbed	4	1
118	[Intro] When you put your hands on me When you put your hands on me  [Verse ] I don't know about the travel of time And I've never seen most of the world I don't know, diving out of the sky Or living like the diamonds of pearls  [Pre-Chorus] See, I haven't danced to a musical tune And I haven't noticed the flowers in bloom I haven't smiled when alone in my room very much Then we touched  [Chorus] I just know, when you put your hands on me I feel sexy and my body turns to gold I just know, when you put your hands on me I feel ready and I lose my self-control When you put your hands on me  [Verse ] I don't know if a doll can unwind Or how to make a person go I don't know how to be what you like And simply open up the depth of my soul  [Pre-Chorus] So I keep my wings and my eyes on the down Ready for nothing but holding my ground I haven't used a particular noun very much Then we touched  [Chorus] I just know, when you put your hands on me (I just know when you put your hands on me) I feel sexy and my body turns to gold (my body turns to gold) I just know, when you put your hands on me (You put your hands on me) I feel ready and I lose my self-control (I lose self-control) When you put your hands on me  [Bridge] I won't notice or pay you no mind Boy, I couldn't care less What you do with your time Your fingertips on my hips Just move me like one of a kind  [Chorus] When you put your hands on me I just know, when you put your hands on me I feel sexy and my body turns to gold (Put your hands on me, you put your hands on me) I just know, when you put your hands on me I feel ready and I lose my self-control I just know, when you put your hands on me I feel sexy and my body turns to gold I just know, when you put your hands on me I feel ready (I feel ready, baby) and I lose my self-control I just know, when you put your hands on me I feel ready and I lose my self-control I just know, when you put your hands on me I feel sexy and my body turns to goldEmbed	4	1
119	[Intro] Okay This hospitality bracelet Let's do something crazy  [Verse ] I can't believe what you did to me Down on my knees and I need to break free All these years, you violated me (Violated me) I don't know why I can't feel inside I try to hide, can't make it alright It's overkill Now I'm ready to fight (Ready to fight)  [Chorus] I don't need nobody tryin' to make me over (Make me over) I just wanna live simple and free I just wanna get away Savin' all your bullshit for another day  [Verse ] Feeling confined like I'm bein' force fed My vision's blurry and I'm lost in regrets It's overload, and I'm outta control (Outta control) So sick and tired of bein' so misused (So misused) You're taking me down with all your mental abuse And I said (Said), I gotta get you outta my head  [Chorus] Everybody's always tryna look me over (Look me over) I just wanna live simple and free I just wanna get away Savin' all your bullshit for another day I'm the only one that can rescue me from me  [Bridge] Leaving the house around a quarter to five Zipped up my boots and I'm ready to ride (Ready to ride) And I feel so high (Feel so high), I feel so alive Let down my hair, feel the wind on my skin (Wind on my skin) Crossin' the border where my new life begins And I close my eyes and take it all in (Close my eyes)  [Chorus] I don't need nobody tryna make me over (Make me over) I just wanna live simple and free I just wanna get away Savin' all your bullshit for another day I'm the only one that can rescue me from me I just wanna get away Savin' all your bullshit for another day I'm the only one that can rescue me from me  [Outro] You wanna bring me down You wanna bring me down You wanna bring me down You wanna bring me downEmbed	4	1
120	[Chorus] I'm leavin' today Livin' it, leavin' it to change  [Verse ] Slowly drifting into a peaceful breeze Tongue tied and twisted are all my memories Celebrating a fantasy come true Packing all my bags, finally on the move  [Chorus] I'm leavin' today I'm livin' it, oh, I'm leavin' it to change  [Verse ] As I'm driving, I'm captured by the view So much beauty, the road becomes my muse The heat is rising and my hand surfs through the wind Cool, calm, collected is a child that lies within  [Chorus] See, I'm leavin' today I'm livin' it, oh, I'm leavin' it to change (Oh yeah) See, I'm leavin' today Oh yes, I'm livin' it, oh, I'm leavin' it to change But somehow I'll miss it I think I'll really miss it one day, yeah, oh  [Bridge] I turn up the radio And I'm feeling like I've never felt before Turn down the memories of yesteryears and broken dreams I'm free, finally free Ooh-ooh Slowly drifting into a peaceful breeze Oh, ooh, yeah  [Chorus] I'm leavin' today Oh yes, I'm livin' it (Oh yeah) Leavin' it to change (To change), I know See, I'm leavin' today Oh yes, I'm livin' it (Livin' it) Leavin' it (Leavin' to change) Oh I'm leavin' today (Oh, I'm leavin' it, leavin' it to change) Livin' it, livin' it to change Oh, yeah Livin' it, leavin' it Said I'm livin' it, I'm leavin' it Livin' it, leavin' it to change (I'm leavin' it to change)  [Outro] But somehow I'll miss it I think I'll really miss it One dayEmbed	4	1
121	[Verse ] When they push, when they pull Tell me, can you hold on? When they say you should change Can you lift your head high and stay strong? Will you give up, give in When your heart's crying out that it's wrong? Will you love you for you at the end of it all?  [Pre-Chorus] Now in life, there's gonna be times when you're feeling low And in your mind, insecurity seems to take control We start to look outside ourselves for acceptance and approval We keep forgettin' that the one thing we should know is  [Chorus] Don't be scared to fly alone Find a path that is your own Love will open every door It's in your hands, the world is yours Don't hold back and always know All the answers will unfold What are you waiting for? Spread your wings and soar  [Verse ] The boy who wonders, is he good enough for them Keeps tryin' to please 'em all, but he just never seems to fit in Then there's the girl who thinks she'll never ever be Good enough for him Keeps tryin' to change and that's a game she'll never win, oh  [Pre-Chorus] In life, ooh, there's gonna be times when you're feeling low And in your mind (Oh), insecurity seems to take control We start to look outside ourselves for acceptance and approval We keep forgettin' that the one thing we should know is  [Chorus] Don't be scared to fly alone Find a path that is your own Love will open every door See, in your hands, the world is yours Don't hold back and always know All the answers, they will unfold What are you waiting for? Spread your wings and soar  [Bridge] In the mirror is where she comes face to face with her fears Her own reflection now foreign to her after all these years All of her life, she has tried to be something besides herself Now time has passed and she's ended up someone else with regret What is it in us that makes us feel the need to keep pretending? Gotta let ourselves be  [Chorus] Don't be scared to fly alone Find a path that is your own Love will open every door See in your hands the world is yours Don't hold back and always know All the answers you will unfold What are you waiting for Spread your wings and soar [Verse ] Find your road Love will open every door See in your hands the world is yours Don't look back in the window, you'll find your way Always know all the answers will unfold Oh, don't wait Spread your wings and soar Don't wait no more You've got to soar Spread your wings and soar Don't wait no more No, don't you wait no more Spread your wings and soar You can soar  [Outro] So, what you waiting for? Don't wait, don't wait SoarEmbed	4	1
122	[Verse ] Uh, baby, you pretend that things ain't what they seem All this tension telling me just exactly what we should be Now I don't mind us bein' some kind of casual thing Listen, all I wanna do for now is have you come and take all of me  [Chorus] Can you put your hands on my waistline? Want your skin up against mine Move my hips to the baseline Let me get mine, you get yours Hang a 'please don't disturb' sign Put my back into a slow grind (Slow grind) Sending chills up and down my spine Let me get mine, you get yours  [Verse ] If you see me with a man, understand that you can't question me The feelings that you caught ain't my fault Can't help your jealousy If you can handle the fact That what we have has got to be commitment free (Free) Then we can keep this undercover lovin' comin' Hidden underneath the sheets  [Chorus] Can you put your hands on my waistline? (Ooh, on my waistline) Want your skin up against mine Move my hips to the baseline Let me get mine, you get yours (We don't fall in love) Hang a 'please don't disturb' sign Put my back into a slow grind (Slow grind) Sending chills up and down my spine Let me get mine, you get yours  [Bridge] Now listen, so, come on and freak my body We can get nasty, naughty, all night, a private party Gotta hit that spot just right, work me like a nine to five It ain't about the kissin' and huggin' 'Cause this is a physical lovin' Straight sweatin', our bodies are rubbin' Gotta hit that spot just right, work me like a nine to five  [Bridge] We have a physical thing We make love, but don't fall in love (Let me get mine, you get yours) We spend time, just enough so you get yours, and I get mine No strings attached I want your body, not your heart (Let me get mine, you get yours)  [Chorus] Can you put your hands on my waistline? (Hands on my waistline) Want your skin up against mine Move my hips to the baseline Let me get mine, you get yours (But don't fall in love) Hang a 'please don't disturb' sign Put my back into a slow grind Sending chills up and down my spine Let me get mine, you get yours Put your hands on my waistline (Put your hands on my waistline) Want your skin up against mine (Ooh, the waistline) Move my hips to the baseline Let me get mine, you get yours (Oh, we don't fall in love) (Freak my body, baby) Hang a 'please don't disturb' sign Put my back into a slow grind (Nasty, naughty, babe) Sending chills up and down my spine (Ooh, yeah, yeah, yeah) Let me get mine, you get yours (Ooh) [Outro] Hm, come here Don't be shy, I won't bite Let me get mine, you get yoursEmbed	4	1
